sentiment,text
negative,headache...   amp... 
negative, i am lost. please help me find a good home. 
negative," boooooo! well, fine.... "
negative,"happy father's day. sadly, mine won't be celebrating it  "
negative, ah sorry to hear 
negative,"had stress relieved, now it has returned "
negative, i miss rosa's 
negative,cant believe this!    
negative,"you know its time for a new mattress when the springs are coming up and cutting you,.  booooooo."
negative,thï¿½m m?t l?n nï¿½i d?i 
negative," morning steve, i wish the sun would come out round here!  got an apiary visit this afternoon - beekeeping under brollies ... "
negative,arms hurt from gym  im hungry. i want to lay in hot hot water. rehab
negative,is feeling the hangover...7 hours on 
negative,drunk and at a personal crossroads... that seems to be sadly common 
negative,i need sleep  why is it so difficult for me to fall asleep?
negative, shame i am in work! 
negative,what a bitch kieran hung up  just kidding
negative,what?  david carradine??  
negative,"hummel makes team usa, unfort, jajuan johnson did not  congrats to hummel!!! jj can now get in the weightroom!"
negative,and i'm out! what a frustrating week. one stop to make before home. need another wind. would suck to feel too tired to do anything. 
negative, mmmh  i'll see you soon then 
negative,"thinks she's going to go to bed about now. just got the sad bit in buffy  next episode is s6ep16: the body. but not today, maybe tomorrow"
negative, i blocked over 15 this week and they still keep coming 
negative,our pool is closed. 
negative,is not ready for the fun weekend to be over 
negative,reckons the 28th of june - my birthday - isn't going to be all that fun 
negative,sometimes i wish i could wish upon a star! and wish for peace in these world. 
negative," damn that sucks, it works so great for me "
negative,my relationship w/  is starting to feel oddly abusive. i remain loyal...only to be repeatedly beaten down by travel delays... 
negative,is so so upset her boyfriend is having his picture taken with gok wan right now. ash... i hate you for ruining my dream  you big bumface.
negative," glad you liked it! controlling the heat is always an issue. if i get it hot enough for my family, it's too hot for me. "
negative,"bahahaha, its fine...i know but..well idk  but i need to get saving an all, and it would be good but i'm not sure if i can afford it,"
negative," it depends on the circumstances, but most of the time we aren't able to replace missing caches as the landscape has changed. "
negative,rah rah. youtube isn't working again. oh great 
negative,my bra just broke 
negative,reading 
negative,ahhhhhhhhhhhhhh!!! grey's season finale = 
negative,damn! there's a wootoff on and i did not know! 
negative,is feeling a lil bit under the weather 2day.  damn friend turnin up at 2am 2 crash! disrupted my sleep. grrrr. lol. x
negative, pizza with celery is nothing short of a travesty.  
negative,i only have four more episodes of lost left.  when does season six start..?!
negative,"wish, wish, wish it was next weekend - this week is gonna be hell "
negative," my phone can't take or send sms apparently, i have to get it checked soon "
negative, i see that headed my way  arrrrgh
negative, good night paris! love you so much! i really hope one day i will be such beautiful as you  xoxo viktoria (vienna)
negative,i wanna go to metro station !  but i`m arriving on the 13th. :-&lt;
negative,just found out a coworker of mine has a high chance of passing away this week from cancer.  i never even knew he had cancer. so sad 
negative,5am  time to go to work
negative, painful to watch whether u like x-men or just good movies in general. bad story/cgi/everything  sorely disappointed.
negative,i just filled out the forms to stop contributing to the retirement account i had set up with my employer  i have to pay off my credit card
negative, sayyyy whaaaa? i wasn't invited... 
negative,the terrible downside of being a petrolhead strikes - scrap man coming for much-loved old banger on friday 
negative,r.i.p spencer ( fucking guitted!!!!!!!! 
negative, can i contact u re: this video? (  what's the best way - cant dm now tho 
negative,"really loving freds new song. ok, must stop dossing or i'll never be finished.  i hope you're ok you poor thing "
negative," 4 more minutes of lunchtime left, bad times. but my  album has arrived. yay."
negative,damnit my friend got m3 cravin roscoes now 
negative,back at work today 
negative, itchy like crazy...yes its driving me nuts 
negative,"just hit the 3000 word mark for his geography notes, and i'm not even doing it for gcse? mean while i've done a page of history "
negative,forgot my gym clothes at home  argh
negative,t.r. knight officially releases statement about leaving grey's anatomy!!!!!!!! sad 
negative,finally home. freakimg tired but not sleepy tired. i dont think sundays are supposed to be this busy. didnt get to see bro's new puppy 
negative,"nothing like waking up, still sick  with a cranky toddler..."
negative," i know.  sadly, things are still broken.... should have this fixed very soon."
negative,just got back from school *yawn* i burnt my finger in art today 
negative,good morning all!  feeling rather zombified yet again.  i just want to sleep!  lol
negative,"good afternoon, everyone. i'm not completely suicidal today. but still, i feel like crap. "
negative,cannot sleep 
negative,back in milan. terrible headache. sad 
negative,sad face  i have like no twitter friends
negative,school time.again! 
negative,i hate being a business person  why does it suck so bad!!
negative,got a slight headache; and im ready to be back in maryland  tornado warnings up for tomorrow wtf
negative, 
negative, so sad.    i feel your pain.  i have too many memories.
negative,"the storm stopped.  hopefully it'll start again, it was beautiful."
negative,"being so short-sighted is pants, i have lovely frames, but they bend the light so much i'm sure you can see behind my head  speccy bastard"
negative,my life is so painful 
negative,hey guys getting ready to tae my great grandmother to the store..got to work at 3  ...coach cal your the man!! go uk!!
negative,at lax to see my mommy leave to the philippines 
negative,i just get up and i have pain at my throat  my friend will come in my house today and i'm sick  
negative,i totally need a break from laredo i love laredo but i need to go home for a few days to clear my thoughts before summer classes start 
negative,got hooked on runescape again 
negative,my defeat  imusm
negative,"omg, i should've worn a hat today!  "
negative,just promised that i'd do something knowing that i wont actually do it  yikes. 
negative,tape? its damn near a series.  probably can subscribe to it like timelife. lovelyone80  oh lord...the damn morgan hoes tape. 
negative,my daddy is picking me up at one 
negative,hope that jeff archuleta is all-fine!  i pray for the family.
negative,it's so hard to accept the fact your gone forever. i never new i could hurt like this. 
negative,where has all my money gone?! 
negative,beloved nanaapple is sick 
negative,it's beeen onee year 
negative,"its june 16, still no sign of the rain, waiting for rain "
negative,"the little penny sized tattoo that i want, is fucking 80 dollars. seriously!? "
negative,math final 
negative," no, no, my boy. 405 is not enough to be happy. in fact, according to twitter you are unhappy.   don't be sad!"
negative,oky that should have said $10 off not 10% off - need more coffee before i tweet  trying again!
negative,  did you see that thing on stellas head today ?? she had a big juicy spot +o( such a skank 
negative,"morning. uh counting the days makes me breathless, i won't say good bye to you "
negative, *sniff* nobody invited me 
negative,"lots to do today, no golf  just work, work, work. waiting for a phildev can be very frustrating."
negative," omg u left hollyoaks nearly now  .. aww i think that hannah and justin are cute haha ,,"
negative,i wish it wasn't raining. i wanted to to mini golfing. 
negative,im at work!!! 
negative,"hi tweethearts, hills finale  no more lc?"
negative,wow... just missed the bus. 
negative," l0l yu right...i do love him!! well yur lucky yur on the phone with yurs, i wanna be with mine right about now  "
negative, oh damn you...sick?? 
negative,"is depressed. she had huge hopes in going 2 see mark kanemura in beaumont 2morrow, only 2 see her dream die. maybe someday in the future "
negative, what really got to me is that she was in too much pain to even keep her eyes open to watch it. 
negative,i worked so hard today....i'm tired and starving!!  
negative, that must be a nightmare!! 
negative,makayla is eating the cheese you eat with nachos out of a straw. absolutely disgusting! 
negative, me too 
negative,sad i don't get to have girls night tonight. 
negative, wrong. his love for me is non existant. 
negative,my ps2 has finally died   good times good times
negative,doing some lame poem in class  can you say school i boring..only few more weeks till me get out
negative, omgsh dat twitter argument lyk agesss ago....soooo cringy 
negative," ugh, i get more and more jealous of iphone owners every day...dumb blackberrys "
negative,last day at the beach!  wanna be on vacation forever!
negative, twittermom just knew that ankle wasn't ready for class yet! (it sounds good anyway) back to rice huh. 
negative, i haven't seen it  . is it available on net?
negative,i planned to sleep before 11pm but it's 5minutes to 12 already. guess i'll definitely fall asleep in sch tmr... 
negative,a few years back the ferrari from the movie went up for sale (it's actually a replica not an original so went for not too much) not to me 
negative,i have aching legs today 
negative, really sucks that your leaving the show 
negative,that's no bueno.  but do you want to come over?
negative, thank you...my teddy bear heart is sad. i don't even think fish would cheer me up 
negative,playing with a cat i dont know where i got it lol i think outside lol but its a dick  fuckin bad kitty :o dont bite my face d:
negative,celebratory firing scared my cat   - this is inhuman man 
negative,going to get a new puppy. hope she is as good as my old dog 
negative, no  .. *shy face*
negative,this trip has served its purpose of being the wakeup call. i wanna go home now. 
negative,going to da sprint store to see if they can fix my phone  drunken nights are not always fun da nxt morning
negative,"i did not meet any foreign people or left the house for about three days, how the hell did i get this f****** cold virus "
negative,sundays are no longer weekends to me. 
negative,ahh got a headache! 
negative, these are the mysteries of life 
negative, u need to come to new jersey more often 
negative,if she love u and you're happy ....i'm happy too 
negative,going to starbucks to study. i hate finals week 
negative,my fate is sealed - no going back now 
negative,i hope  has not been fried sunbathing 
negative,is studying economics in her grannys' house to avoid all the party people in my own.. how sad  - 
negative,"i know, i know... "
negative," yea i can't play right now  ...well, i guess he would let me, but i know he's having fun with his friends.."
negative,r.i.p. flight #447  #fb
negative,home from work i want another job i hate mine 
negative,i am dizzy like gillespie 
negative,tonight's game was canceled - sorry 
negative, i am worried about  haven't heard from her in 3 days 
negative,stupid weather and ruining awesome plans 
negative,nearly at st andrews...a series of disasters has made me an hour late tho 
negative,awww poor buck he keps getting caut on my school jumper 
negative,  you have tim tams?  ottawa is out of stock 
negative, i'm about to fire her. so hungry. 
negative, so technically u no longer have an excuse not to be der tonite 
negative, @ work and it's not going to be a good day i just know it!   #squarespace
negative,joe is up at 6:15am to cater a breakfast.... why did he go to bed so late. 
negative,bad headache. 
negative," all i want to do is watch an awesome new (to me) show, and the internet mocks me. oh, it mocks me hard. suck it, internet.   "
negative,put my bed together and my back is killing me 
negative,i'm really not feeling well. sino kaya nakahawa sakin ng sakit? 
negative,  wish i could!  blocked here 
negative,"its already a crappy day, n it has barely started yet "
negative,i'm craving something salty in my mouth!  tired of pretzels tho. 
negative,"oh, amazing choice!xx run out of props tho   â« "
negative, yes! i hate the post-rave 'come down'! haha! when it's all over  #asot400
negative,"#hobart i've lost 2 dogs in the vicinity of rokeby, big black one, small white one "
negative,i have the worst tummy ache ever 
negative, im scared u see the emegency warning on the tv make sure u duck and cover ya head the tornado is comming.... i love u cuzzo 
negative, very... sore 
negative,waiting on phone repair man. hoping to have my phones working soon  also praying this is a better day
negative, heh thanks..  i forgot to bring my heating pad to vegas with me /sigh
negative,wondering what to do next...just got out of the pool...homework i guess 
negative,"i forgot the last time i was home  now going home, finally. yay!"
negative, ok .. watch something interesting or funny ! or horrible .. im running out of idea babe 
negative,trying to study but it's not fucking happening !!!  the pressure to pass is too much for me
negative,monday mornings are always awful.  i just want to sleep. 
negative,"is not happy that the chaser has been cut for 2 weeks. if you don't like it, don't watch it, simple! "
negative,bloody 3.0 update wouldn't work 
negative,loved having a pool until i finally had to start taking care of it!!! 
negative,needs a friend to share my stories with 
negative, ugh.  full house movie?  
negative, very. i wish i knew his name 
negative,hates that &quot;looming observation&quot; feeling 
negative,"noooo..., drop by 1  20. rumahabi.com"
negative,tired of being on this damn sleep schedule!!   up all night and sleep all day 
negative,suffered through a horrendous laker game today. 
negative," wait, how old are you? have you stolen my reign of youngest at massive? "
negative," awww,you could of asked me to go with you.! i had nothing else to do today.! "
negative, i have on more gcse exam left  and then i got a levels  old people have it so easy!
negative,rewatching my favorite performers from last night on youtube while i wait to go for sunday lunch. i loved germany so much 
negative,has finished d of e silver. i miss walking 
negative,doesnt like nausea at all 
negative,"terribly, terribly sick. probably won't be able to complete some finals. what a week to get sick. "
negative,i wanted go to church but my mom made me babysit til now and its to late 
negative,ugh! gosh..  my brother gets really annoying everyday. i hate bad influences at school  
negative, yeahhh or robâ´s bubblegum xd well thatâ´s silly  i have it but i donâ´t know anything about it ^^
negative,"i miss my giant pearls &amp; am sick of wearing this little, regular-sized, punkass ones. "
negative,dam!  missed my free icecream at walmarts!   
negative,"again me despertaron temprano, again de nana... "
negative,lost again.  
negative,"boy, did i pick a race to back button...that's 10quid down backing a british victory at the last race in silverstone  well done redbull"
negative,wide awake!! nothinggg on tv. 
negative,i think am still sick 
negative,"sometimes twitter gives the fake ilusion that maybe,one day, someone famous will read my tweets! i wish tom and harry read it! "
negative,doesn't think he gonna come 2nite?  its okay i guess! boo woo! lol
negative, lol what's up?! any jokes yet? i just left my house so i don't have any yet 
negative,gosh i have to do some math stuff  mad. but if i do it my grandma will pay me a trip to hamburg. ;)
negative,is feelin all lonely and blah. missin someone so damn much. 
negative, well i'm in bed but i can't fall asleep  i'm in italy here it's 1242 am  lol what about u?
negative, is your friend doing anything tonight?  i board out of my mind and plus i'm broke!  lol 
negative,really why does summer session have to start tomorrow? lame 
negative,lookin at the waves frm my office window is not helping my monday am.  boooo.
negative,itunes keeps crashing when i try to update to iphone 3.0. super sad face! 
negative," lol, maybe but atm it aint look good  oh wells."
negative, be there in 10. traffic sucks. 
negative,got the brainbone daily question wrong!  - 
negative," i'm sorry to say i might stoop to gossip girl.  lol srsly, balak ko parks &amp; recreation ang karirin."
negative,home pc crash... no party tonight    #fb
negative, fyi...i've been up all night &quot;trying&quot; to get work done. ima be in the library all day 2morrow 
negative,is freezing this morning...        
negative,it is so cold in this car  i am so ready for the beach
negative, my daughter took the clear wire to her dad's house so i guess ill have to do it later 
negative,t.i goes to jail?????   babe!
negative, i don't have it on mine 
negative, the sound barrier broke my engine 
negative, his visitor is a queen of something!! and i'm hungry 
negative, - phone rspca; baby birds often aren't accepted back by parents once they smell of predators  may need to be cared for
negative,ppl everyone who writes music wut do u personally do to get over ur writers block?? i swear i dun had like a 2 month block.  sad right lol
negative,i have way too much stuff 
negative,i wish i could save all the strays  . i hate seeing animals with no homes . so sad...
negative,no more exams :] never got ear pierced i have to go back tomorrow before the sponsered walk  o well piss up on the beach tomorrow
negative, but there was no romantic night that i hoped it would be but it's ok its the position we are in he is not too lovable or into sex 
negative, i know 
negative, i love rain but this is the scary kind of rain 
negative,has had a very bad day 
negative,"it's just tuesday, and i'm already exhausted  "
negative," oh, your tweet was about weapons? that's covered by pandora's box - can't uninvent it, leaving us all with mad "
negative," cant afford to see angels and demons, so i watched it for free: "
negative, i don't have it yet   sent you one too
negative,i'm ready to go home to my baby. i miss my nu-nu! i just tried calling buy she's sleep! 
negative,at blowpop white party at zen in pittsburgh. disappointing. filled with the str8s and craptacular music.  
negative,damit no witch 
negative, thats hillarious but why couldnt i be the blonde  lmfaooooooo make me a login so i can post haaaa ill post some funny shit
negative,a day of administrative jobs 
negative,i envy him...why doesnt my life going as good... 
negative, i love cats  i have 4.
negative, aww 
negative,scared to go downstairs 
negative,my loneliness never leaves 
negative, yes it does 
negative,"i wanna qo to six flaqs ! sadly , i've never been there beforee "
negative,lakers baby!!!! news time ughhh one day ill have a day off 
negative,the other day i got a beverage at a beverage making establishment that will remain anonymous. there was a bb ant in my beverage  ew
negative,"wanna have a good picture for my profile, but.. don't have one  damn.. xx"
negative,work work work work work work 
negative, dude! not cool 
negative,devastated on the court's ruling on prop 8 
negative,"not going to church tomorrow, too tired "
negative,  - come back brazil soon guys 
negative,"back from bangalore, missed dancing with a handsome wonderfully smiling foreigner  "
negative,back at work 
negative,dunks messed up my coffee again  last week hazelnut sounded like coconut and today apparently hazelnut is french vanilla
negative,what a gorgeous day! ...to spend inside 
negative,i'm watching the hills!! i'm sad its lauren's last show 
negative,  i have pushing daisies on tivo - i was so surprised to check tivo and see it recorded! i hate that they canceled it. 
negative,i'm so bored and irritated ehh i wanna go home and sleep... 
negative,i had the best weekend w/the fam. i don't wanna be @ work 
negative,my muscles hurt and i am getting sick i believe. i was around too many people this weekend 
negative,trip report: a 45 min drive quickly turned into an hour and a half drive. all because i thought express meant faster 
negative,a lingerin' sadness dwells in my home after my siblin' didn't score what she expected in her 12th grade. 
negative,"trying out noah's () twitpic . upload from  is very, very slooooowwww... "
negative,"tomorrow's weekend but for me i have to work and gonna be busy day,,hiks..hiks.. "
negative,reaaaallly bored 
negative, aaahhh!! i wish!!! i'm over budget already this paycheck though...so no gas to get therrre 
negative,i miss my friends. 
negative,feeling so tired from yesterday!!! wanna be @ home. 
negative,snatching back the lappy from my workaholic daughter - thought she might still be in holiday mode - she'll be going back to leeds shortly 
negative," bless your heart, i wish your mail would come "
negative,"just havin a family bbq at ours... benji has hurt his tale, he hasn't wagged it all day an he's yelping "
negative,"iron chef america... baby octopus... one word...gross! i usually love this show, get great ideas, but im not feeling the octopus dishes. "
negative," we can only hope. but while 2 or our 3 major automotive companies fall, they are only small pieces in this mess we're in. "
negative, omg are they doing that again this year???? i went alone last year  my friends wouldnt go with me//  oh yeah no straw for me
negative,cant believe  is leaving hollyoaks already :o noooo!!! 
negative,"bought timbits for the meeting... no one ate any.  now, i feel sad.    #fb"
negative,very sad to hear about the ga theatre 
negative,fitted to run but feeling extremely lazy 
negative,great! got a file completed at work...now won't open 
negative," omg i really wanted to go to that because i live in ct... but i couldn't  anyways, good luck demi!!!!!!!!!!!!!!!!!!!!!!!!"
negative,frustrating morning. cohen is refusing to attend camp  gotta figure out what to do now. hope they do refunds! $$
negative,i miss youu ! 
negative, montreal = rain 
negative, nah but i have seen a few in my time. also my mum likes shitty generic rock  its so sad how the mighty have fallen
negative," naw  i know how you feel, its so sad, i'm so sorry "
negative, thx for inviting me out tonite  i am available ya know! lol...
negative,"dolls lost last two games.  still get to go to state, on d level-- unfortunately same weekend as george strait. "
negative,just had dinner . my mum burnt the pizza 
negative,*sigh* i hate it when i don't hear from him all day 
negative,first confirmed case of swine flue in #gujarat 
negative,everytime i've been hurt you've been there to pick me up! idk what to do now! i've fallen and no one is there? 
negative,i have never been sooo tired...when is this shift going to be over 
negative," we just had some downtown, for about an hour. no rain in redmond right now. "
negative,english research paper...so much harder than i thought... 3 pages down...3 to 5 more to go 
negative,i really don't like o2 network at the moment 
negative,my preggo nose is far too sensitive to odors. 
negative, - right now i'm just plain scott tomson! 
negative,we have the wet stuff this morning and has me in side for the time being  .hope mother nature gets her act togother  soon 
negative,", your twitter page looks like  on all resolutions! check it out: "
negative,"my throat is killing me, and while i got a decent night's sleep last night, i still feel like i'm about to fall over.  "
negative, also cv derby station but getting 8.36 not next one. just burnt tongue on coffee  #localgovcamp
negative, you have no idea how much i miss you  i hope to talk to you soon haha we really need it &lt;3 ily â¥
negative,"sincerely wishes he could be at the room at the village east tonight, but schedule wouldn't permit. "
negative,"still editing.hate this    animae,in case ure online, done personalizing the journal?"
negative,sooooooo sunburnt!! it hurts... 
negative,its raining. why the sun isn't shining  i'm so bored
negative, i knoww  she is da best!
negative,i am sad  i donâ´t want to be like this
negative, i just posted. dammit. 
negative, it's not good. 
negative,didn't find what i needed at wal*mart  but i did get a cute new swimsuit and some floaty things yaay
negative, have fun away joel.. i will miss all your prescences on my birthday 
negative,ohhh noooooo i finish the book!!  tedious little thing but now i  can't believe it's all over !
negative,really sick and tired but my body's resisting rest! 
negative,rough day leading to a rougher night... 
negative,it is dangerously hot here; hope all animals are inside in the a/c 
negative,aaron gets a train too! i just spent 5 minutes talking to him. now i have to catch my train. 
negative, why just in a few months?  lol
negative,this day is about to be filled with crazy bizz-e-ness.fathers day is tomorrow. shopppping! fotoshoot. grad party.. g2 suck up how i feel 
negative,"  yeah. i don't usually have any trouble with them, as i'm a block-o-holic, but they got through my defenses. #scared"
negative,"finally get eight hours of sleep and have woken up with a cold, sniffles n all  poo to you world, poo to you!"
negative, hey baby! i know right lol i knew ud love it! i need to talk to u i'm so upset  what u doing?xxx
negative,ahh! my present for father's day might not get here on time  omg 
negative,"house shopping in the valley, solo "
negative,did anyone catch the true blood season premiere??? please tell me what happened if you did. i dont have hbo anymore 
negative, whats going onnn. i forgot you posted on my fb walll 
negative,watching leno's last show!! i don't want leno to go to primetime!!  
negative,dont think i am going to see joe nichols at the bull on friday! 
negative,"gosh, it's raining so hard .. and i thought it was summer. mother earth's calendar must be really mixed up from gw .. dang "
negative,mamma and baby ducks on 465! i want to go back and save them 
negative,"from over 5,000 photos down to 26, now i just need to loose 16 more "
negative, man im jst just tipsy... my dealer isnt on deck wit shit tonight  im kinda sad i need tht stickkyyyy
negative,"one of the parties was full of sleazy dudes, feeling really lightheaded after one drink and not loving it "
negative,says bakit ang tahimik ng plurk???  
negative, i put the idea in the mr.'s head. hoping he'll take pity on me. even though it's raining buckets. 
negative,"will now pack his things, take a bath, brush teeth, apply meds, then off to a loooooong day at the office! 8pm-5am sched starts today! "
negative, i miss you bam.. so much. 
negative,"mourning the death of my cable service, how tdo i have a fulltime job and no cash left to watch expensive nyc tv? i miss ny1 "
negative,"day 3 of 12, urgh "
negative,depression is kicking in about graduation 
negative,oh no!!! missed my 3000 tweet!!! it was 24 tweets ago  damn it!!
negative,i have a scar on my face and ive never noticed it before  where did it come frommmm
negative,i am chilly..don't want to mow the lawn 
negative,i really need to clean my showerhead. 
negative, is not following me i am overly overly distraught !!!!  
negative, ahw demi  i know how you feel i hate getting my heartbroken and i don't want it to happen again
negative,ughhhh   horrible &amp; ugly day
negative,why can't i stop listening to why can't i? ugh 
negative,"spending the day in bed/working out. fun day, topped off by gcse chemistry tomorrow "
negative," oh yeah, that's so soon =// can't you stay much longer? "
negative,"didn't go to class yesterday. i was sick. left the bus near college, and took a cab home. "
negative,where did the sun go!   someone move re clouds
negative, how exciting! mine's on backorder till next week 
negative," yeah, twitter was down for all of us "
negative,and poor so i cant even order pizza 
negative," mutter mutter mutter, we can't get it "
negative,at work and the weather is divine! bunch of work today... and i can't believe it is june already! 2 weeks and i am no longer 25 
negative, ohhh babysitting..  yeah me too for a day.  i recorded some vids of it on fb too..  i miss them though... 
negative,walking back from work almost crying - moths keep flying about me 
negative,i don't like my make-up today... it's to much 
negative, i dont know  june sucks
negative,i know this crush ain't goin away. 
negative," yeah, i slacked on my replying because i've been delusional. not much  i've been coughing up blood. how are you feeling?"
negative, damn you rolls of 1 and 2 
negative,oh dats 4 his m0vie.. idc i want his 0fficial twitter page.. can't believe none of ma f0llowers got iit.. ugghh  !
negative, no in me as far as talking to me.......im sad......thought we were better than that 
negative,"  ah yes, great shoes y'all. i had a pair without the straps but one of the dawgs i used to have chewed one of them "
negative, nooooo they don't work?!?!?!?!! damn. i better take the ice out of the freezer then. 
negative,is missing someone very much 
negative,not feeling too good about anything.. 
negative,is it wrong that i want the dabr widget to have a transparent b/g on the icon? looks untidy on my active desktop 
negative,"pulling in the driveway, favorite weekend of the year is officially over "
negative,night. surgery in the morning 
negative,bored as hell this rain shit is cuffin weather; nobody to cuff 
negative,"melbourne has given me a sinking feeling about returning to hobart - even though it's missing some things, i really like it here. "
negative,"i wish i didnt have to grow up, why cant snes stay as fresh as it once was "
negative,"in the last 5 minutes 80% of the office left.  considering there are 4 others in this office, that means i'm all alone. "
negative,vpt is playing &quot;stand by your man&quot; by the clash - ashley is trying to make me look like a fool. 
negative,i don't know if anyone will read this! i can't quite figure out the point yet 
negative,"i uploaded 1 bad quality video, i just record it on a webcam. and i swear the quality is so bad! and hate the video.  i swear."
negative,feeling down 
negative,feels bad.. because i'm a mean girl.. i'll change na promise  
negative,waiting for my boo to get of work!! long day alone! 
negative,broke my tooth yesterday  it feels like it's spilt in half.
negative, why did votto leave?  i'm worried about this ear infection!!
negative,"my son is sick and in the way home from the hospital we came across 3 accidents 1 w/ two fatalities, is sad "
negative,disslikes a certain somebody who is stealing my friend (via ) my bad 
negative, lol rly? sweet. i haven't seen her like all year though. 
negative,i am back and i am craving chocolate. not good i dont want to eat it but i cant stop from wanting 
negative, i iz so hungry  i havnt eaten since like 12pm today 
negative,goal for today: get 3/4 of my paper done before i go to sleep. hopefully i can sleep tonight 
negative, i dont even know what tetherball is!  i dont think we had that in pr 
negative,   bloody maggot umpires we nearly had it. at least there's next week #swans
negative,"cleaning my room. wishing i was on the road to cherry grove right now, though!! "
negative,not a lot just trying to get in contact with family in iran 
negative,screw you greektown because you are not built on an indian reservation which means no gambling for me. 
negative,for the first time in 22 years... i could careless that its my birthday  that bugs me.
negative, sometimes tragedies have to happen in order for there to be an impact on the public. 
negative,i think i need a hug 
negative,been in my bed sick all day long.  fixing to attempt to eat something for the first time today.
negative,has the hiccups and they wont go away 
negative, i knooooooow  its only the lead singer that thinks that ata :| 
negative,um. you were suppose to call me @ 8:30? 
negative,i love my car  i don't want to trade it in
negative,having a down day 
negative, how you go to my job when im not there  no bueno!
negative,had a dream about ou last night...gosh i'm homesick 
negative,"just woke up, now about to drive 10 hours to virgina, yuck! bye massachusetts "
negative,"on my way 2 a pm gym session.. work's intense this week, 7am-9pm...getting home late  but w/o won't b missed, respect 4 pre-w/o supp's!"
negative, boo!  i'm home already.  3 a.m. comes early 
negative, i know! i'm watching click on fx now. so depressing 
negative, you're leaving me??????????????????? 
negative,i'm so tired of being booted... i sat here for 2 hours waiting to come back! saw ll of your  and couldn't respond.. 
negative,  sorry to break it to you! i've lost playcounts many a time :/
negative,thunder might ruin our plans 
negative,i need millions of fags 
negative,my poor baby pinched her nerve at cheerleading practice. i feel so bad for her. she is not a crier and she cried it hurt so bad. 
negative,i called it from the get-go. shaq for marion was never gonna work and it cost the suns org. and its fans a helluva lot more than money 
negative,good morning!!! i have to get ready to work another 12 hours today.  today is my last day at work though!
negative,just got back from pet mart. got musik shots he hella cried when they gave him the chip 
negative," will be working all the way to 10pm  dis week,"
negative,a friend still does not know how to spell my name. he's known me for about 5 years. we've grown apart. 
negative,good monday! i'm having a bad/sad monday  hoping it gets betterrr! this weather is not helping !
negative,: is it just me and my screwy computer or have the skipping limits changed? i'm now only able to skip 7 total all day. 
negative,"sully, you were the first friend i made at ouchi, i'm sorry "
negative,going to make dinner  to my mom and sisters.. my dad isn't home (again) another weekend without him 
negative, well its ok.... just can't seem to get my tweetdeck working on my new comp 
negative,32 mosquito bits from krissys grad party  19 of witch are on my left caft!! darn mosquitos!
negative,still too hot to go to sleep. 
negative, me too 
negative,goin to visit my pops in the hospital 
negative,just got my pupils dilated - wtf - my eyes are &quot;twippin'!&quot; 
negative,  we need to get ned to get us all tickets ;) orrrrrr box seats lol whatevers easier lol
negative,i feel kinda sad right now.. 
negative,  yeah just got to my comp and no update 
negative,bored i wanna go travel outside the state of missouri but no idea where id go so i guess i will just hang here 
negative,"  i'm sorry to hear that erica... but i know you'll be back in a minute, you always have 1000 things going on"
negative,got my baby's shots today. he flipped out. i wanted to cry 
negative, i'm not doing anything  and i live in virginia
negative, i want a macbook too  photobooth @-)
negative," damn, you're giving me ideas here. and it's sunday. stoopid laws. "
negative," oh a piano keyboard. my brother's keyboard has usb connectivity, but he's not fond of lending it out. sorry "
negative,just got home from malling...i saw this very hot gay couple.. wish i had one to share my day with... 
negative, it was in the pocket of my dress and it must've fallen out  i think the bf is buying me a new one for my bday though!
negative,i gotta go. my parents are angry with me and it's too sad. bye world. being famous will remain only a dream 
negative,omg!!!! bad day court worst place ever and went to downtown pleasonton . and the court gave me 18 hours community service 
negative,"back to life, back to reality "
negative,having lunch all alone 
negative,"   lololol, that does suck!   ~dani~"
negative, i know right! 
negative,i wish kevin was here to lay with me 
negative,just wondering how much more hotter chennai is gonna get in may! 
negative,the ice melted. now i'm all wet  
negative,"glad golf was called off yesterday, i might have drown "
negative, you guys should bring back the muffins  my mom said they were really good!
negative,my condo is freezing! i think they turned the heat off a little too soon 
negative,ahh yellie!! i'm gonna miss u soo much!! 
negative, haha! tell me about it!.. i dont get it either  x
negative,says i'm toooo tired to do homeworkk  
negative,"hot but windy in lost pines tx. my beer just got blown over  good news, i have more "
negative,i will kill myself if summer weather doesn't come soon.  all of this rain is depressing me.
negative,depress... why is everything so expansive!?  i want  'alcatel elle nâº5' but... i don't know if i want spend my money in this :s
negative,is about to put up an ad for platonic friends...its that bad lol. 
negative,"can't take my test yet, cause my teacher isn't here  oh bio department you crazy kidders!"
negative," i've seen some of them, just don't think i'll have time to do what i want to. which is a shame. but if you snooze you lose. "
negative,  but i like my voice
negative,i don't want to pack!!  i want to go golfing. 
negative," i accidentally didn't copy down your cell number on the &quot;we're sorry we used to suck&quot; popup, and i can't find it now "
negative,tweeting is boaring  |-)
negative,im worried for iranians  ...but i am hopeful for them to win!! love you iran!
negative,just let me get home!!! 
negative,  disneyland= unfortunetly failed tonight 
negative,rain rain go away  
negative, oh sweetie i am sorry you had to see that!! *huuuuuuuuug* 
negative," awwww i'm sorry cookie. i think you made me sick, too. i've had a killer sore throat for 3 days now.  what was wrong with u?"
negative,"no, still here - onlymeuk going xx : &quot;good choice. sad to see you go   : &quot;i'm doing fi... â« "
